epoch,steps,cos_sim-Accuracy@1,cos_sim-Accuracy@3,cos_sim-Accuracy@5,cos_sim-Accuracy@10,cos_sim-Precision@10,cos_sim-Recall@10,cos_sim-Precision@25,cos_sim-Recall@25,cos_sim-Precision@50,cos_sim-Recall@50,cos_sim-Precision@100,cos_sim-Recall@100,cos_sim-MRR@36,cos_sim-NDCG@36,cos_sim-MAP@100,dot_score-Accuracy@1,dot_score-Accuracy@3,dot_score-Accuracy@5,dot_score-Accuracy@10,dot_score-Precision@10,dot_score-Recall@10,dot_score-Precision@25,dot_score-Recall@25,dot_score-Precision@50,dot_score-Recall@50,dot_score-Precision@100,dot_score-Recall@100,dot_score-MRR@36,dot_score-NDCG@36,dot_score-MAP@100
0,-1,0.4166666666666667,0.5833333333333334,0.639269406392694,0.7191780821917808,0.2562785388127854,0.4382388879652135,0.1558447488584475,0.5856563611186675,0.0965296803652968,0.683346687489084,0.0559246575342465,0.7709256868660108,0.5206990086816973,0.5009709645354856,0.3915979077452721,0.4166666666666667,0.5833333333333334,0.639269406392694,0.7191780821917808,0.2562785388127854,0.4382388879652135,0.1558447488584475,0.5856563611186675,0.0965296803652968,0.683346687489084,0.0559246575342465,0.7709256868660108,0.5206990086816973,0.5009722293118463,0.391599815101181
1,-1,0.4337899543378995,0.6027397260273972,0.658675799086758,0.7340182648401826,0.2631278538812786,0.4573635656878853,0.1621004566210045,0.6141195154944021,0.0994748858447488,0.709763440153971,0.0568493150684931,0.7859923821733633,0.5359651408358106,0.5231396578255341,0.4121215813454053,0.4337899543378995,0.6027397260273972,0.658675799086758,0.7340182648401826,0.2631278538812786,0.4573635656878853,0.1621004566210045,0.6141195154944021,0.0994748858447488,0.709763440153971,0.0568493150684931,0.7859923821733633,0.5359651408358106,0.5231409935397182,0.4121268783220208
2,-1,0.4452054794520548,0.615296803652968,0.6712328767123288,0.7431506849315068,0.2728310502283105,0.465970647766475,0.1634246575342466,0.608982323337942,0.0997488584474886,0.7045957539876446,0.0574771689497716,0.7813230241582441,0.5471042136099435,0.526045595979457,0.4170299621454375,0.4452054794520548,0.615296803652968,0.6712328767123288,0.7431506849315068,0.2727168949771689,0.4659421089536897,0.1634246575342466,0.608982323337942,0.0997488584474886,0.7045957539876446,0.0574771689497716,0.7813230241582441,0.5471008757371031,0.5260429175908895,0.4170270636858523
3,-1,0.4463470319634703,0.6038812785388128,0.6655251141552512,0.7248858447488584,0.273972602739726,0.4678350170868869,0.1663470319634703,0.6194396309855241,0.1020319634703196,0.7171404595459359,0.0578995433789954,0.7965210416672213,0.5432742958920714,0.5311149759539092,0.4219468574032293,0.4463470319634703,0.6038812785388128,0.6655251141552512,0.7248858447488584,0.273972602739726,0.4678350170868869,0.1663470319634703,0.6194396309855241,0.1020319634703196,0.7171404595459359,0.0578995433789954,0.7965210416672213,0.543464554643974,0.5311335672069516,0.4219412855397808
4,-1,0.4589041095890411,0.6084474885844748,0.6643835616438356,0.7294520547945206,0.2714611872146119,0.4649600107109089,0.1664840182648402,0.630469147784997,0.1020319634703196,0.72413099347584,0.0581506849315068,0.7961825541427436,0.5525207130130569,0.5382259396071403,0.4263669557750767,0.4589041095890411,0.6084474885844748,0.6643835616438356,0.7294520547945206,0.2714611872146119,0.4649600107109089,0.1664840182648402,0.630469147784997,0.1020319634703196,0.72413099347584,0.0581506849315068,0.7961825541427436,0.5525207130130569,0.5382221674472303,0.4263660935364148
5,-1,0.4737442922374429,0.6335616438356164,0.680365296803653,0.7442922374429224,0.2804794520547945,0.4812249157034822,0.1677625570776255,0.6285566549200309,0.1030593607305936,0.7251076610908135,0.0581050228310502,0.7975691831313879,0.5691993843851042,0.5488798103742948,0.4417605095280282,0.4737442922374429,0.6335616438356164,0.680365296803653,0.7442922374429224,0.2804794520547945,0.4812249157034822,0.1677625570776255,0.6285566549200309,0.1030593607305936,0.7251076610908135,0.0581050228310502,0.7975691831313879,0.5691993843851042,0.5488998273363566,0.4417961830440099
6,-1,0.4589041095890411,0.6221461187214612,0.6746575342465754,0.7420091324200914,0.2820776255707762,0.485923490491896,0.1681278538812785,0.6306695533537082,0.1016894977168949,0.7217580358305026,0.0578881278538812,0.797230187865046,0.5577403044616025,0.5470207316070994,0.4414496047458187,0.4589041095890411,0.6221461187214612,0.6746575342465754,0.7408675799086758,0.2819634703196347,0.4855429729880908,0.1681278538812785,0.6306695533537082,0.1016894977168949,0.7217580358305026,0.0578881278538812,0.797230187865046,0.5577299267114988,0.5470159172673601,0.441447113116373
7,-1,0.4691780821917808,0.6187214611872146,0.6666666666666666,0.7294520547945206,0.2751141552511416,0.4778923346443653,0.1674885844748858,0.62231048899915,0.1021004566210045,0.7175230700512534,0.0579109589041095,0.7915092836120048,0.5615903572815287,0.5422681200247916,0.43723299003494,0.4691780821917808,0.6187214611872146,0.6666666666666666,0.7294520547945206,0.2751141552511416,0.4778923346443653,0.1674885844748858,0.62231048899915,0.1021004566210045,0.7175230700512534,0.0579109589041095,0.7915092836120048,0.5615903572815287,0.5422681200247916,0.43723299003494
8,-1,0.4737442922374429,0.636986301369863,0.6860730593607306,0.7340182648401826,0.2824200913242009,0.490247756183625,0.169269406392694,0.6362212005170633,0.1021461187214611,0.7229290758554014,0.0576940639269406,0.7914235863713436,0.5692420808267245,0.5544357262786541,0.4508559032138839,0.4737442922374429,0.636986301369863,0.6860730593607306,0.7340182648401826,0.2823059360730593,0.4901439786825872,0.169269406392694,0.6362212005170633,0.1021461187214611,0.7229290758554014,0.0576940639269406,0.7914235863713436,0.5692420808267245,0.5544333302905103,0.4508502426229183
9,-1,0.4771689497716895,0.6198630136986302,0.680365296803653,0.7442922374429224,0.2884703196347032,0.4968086796146063,0.1704566210045662,0.638120738670652,0.1032191780821917,0.726165228479812,0.0577853881278538,0.7935422976442893,0.5693026335331296,0.5552565284725793,0.4523733133766774,0.4771689497716895,0.6198630136986302,0.680365296803653,0.7442922374429224,0.2884703196347032,0.4968086796146063,0.1704566210045662,0.638120738670652,0.1032191780821917,0.726165228479812,0.0577853881278538,0.7935422976442893,0.5693026335331296,0.5552558708147504,0.4523714619220564
10,-1,0.4851598173515982,0.6289954337899544,0.6837899543378996,0.75,0.2849315068493151,0.4887690239080817,0.1707762557077626,0.6349971448139675,0.1029223744292237,0.7264269981183543,0.0579680365296803,0.7903276517794581,0.5745902359414692,0.558558639950375,0.4541021298266613,0.4851598173515982,0.6289954337899544,0.6837899543378996,0.75,0.2849315068493151,0.4887690239080817,0.1707762557077626,0.6349971448139675,0.1029223744292237,0.7264269981183543,0.0579680365296803,0.7903276517794581,0.5745902359414692,0.558558639950375,0.4541025346325164
11,-1,0.4623287671232877,0.6210045662100456,0.6735159817351598,0.7420091324200914,0.2851598173515982,0.4905832196245801,0.1705022831050228,0.6298947058598341,0.1034246575342465,0.7224126514158541,0.0581392694063927,0.7948122958790409,0.557501554358769,0.550680727720764,0.4475010384836647,0.4623287671232877,0.6210045662100456,0.6735159817351598,0.7420091324200914,0.2852739726027397,0.4906973748757217,0.1705022831050228,0.6298947058598341,0.1034246575342465,0.7224126514158541,0.0581392694063927,0.7948122958790409,0.557501554358769,0.550685067136331,0.4475088084914346
12,-1,0.4863013698630137,0.6312785388127854,0.6792237442922374,0.7454337899543378,0.2904109589041096,0.4974241577785088,0.1729223744292237,0.6458924181817165,0.1039497716894977,0.7327285719237582,0.0580479452054794,0.7930184198995206,0.5774764340680155,0.5623780934014327,0.4573558205481029,0.4863013698630137,0.6312785388127854,0.6792237442922374,0.7454337899543378,0.2905251141552511,0.497587236708711,0.1729223744292237,0.6458924181817165,0.1039497716894977,0.7327285719237582,0.0580479452054794,0.7930184198995206,0.5774764340680155,0.5623829592246864,0.4573693815354578
13,-1,0.478310502283105,0.6267123287671232,0.6735159817351598,0.7408675799086758,0.2904109589041096,0.4947535043568982,0.1718721461187214,0.6335956500950629,0.1038356164383561,0.7254436814071528,0.0584817351598173,0.7948743552884878,0.5672085114274165,0.5568068514386416,0.4545486049665301,0.478310502283105,0.6267123287671232,0.6735159817351598,0.7408675799086758,0.2904109589041096,0.4947535043568982,0.1718721461187214,0.6335956500950629,0.1038356164383561,0.7254436814071528,0.0584817351598173,0.7948743552884878,0.5672085114274165,0.5568113791333255,0.4545554871794885
14,-1,0.4863013698630137,0.6335616438356164,0.6735159817351598,0.7385844748858448,0.2871004566210046,0.4919968906848991,0.1723287671232877,0.6419127285383435,0.1044292237442922,0.7307358279873318,0.0582876712328767,0.792957415609727,0.576347712930953,0.5637085391167117,0.4612851364560486,0.4863013698630137,0.6335616438356164,0.6735159817351598,0.7385844748858448,0.2871004566210046,0.4919968906848991,0.1723287671232877,0.6419127285383435,0.1044292237442922,0.7307358279873318,0.0582876712328767,0.792957415609727,0.576347712930953,0.5637085391167117,0.4612849307709113
15,-1,0.4942922374429224,0.6267123287671232,0.684931506849315,0.7385844748858448,0.2891552511415525,0.4929178068912467,0.1737899543378995,0.6437835328649619,0.1045662100456621,0.729729719938546,0.0584360730593607,0.795694429549408,0.5791535493975013,0.5631982585072811,0.4592579333095911,0.4942922374429224,0.6267123287671232,0.684931506849315,0.7385844748858448,0.2891552511415525,0.4929178068912467,0.1737899543378995,0.6437835328649619,0.1045662100456621,0.729729719938546,0.0584360730593607,0.795694429549408,0.5791535493975013,0.5631984627140378,0.4592585470475004
16,-1,0.4817351598173516,0.636986301369863,0.6837899543378996,0.7408675799086758,0.292579908675799,0.4980557336064764,0.1746118721461187,0.6441624659779831,0.104931506849315,0.7310455065164801,0.0586643835616438,0.7954670816234898,0.5740334279570753,0.5632844164327587,0.4604270079790262,0.4817351598173516,0.636986301369863,0.6837899543378996,0.7408675799086758,0.292579908675799,0.4980557336064764,0.1746118721461187,0.6441624659779831,0.104931506849315,0.7310455065164801,0.0586643835616438,0.7954670816234898,0.5740334279570753,0.5632514819219967,0.4603910998995533
17,-1,0.4897260273972603,0.639269406392694,0.684931506849315,0.7374429223744292,0.291324200913242,0.4979524439248778,0.1746575342465753,0.6454076907315015,0.1048858447488584,0.7314886298229736,0.0587671232876712,0.7996357364184449,0.5793437377314088,0.5664628006067871,0.4639901236974881,0.4897260273972603,0.639269406392694,0.684931506849315,0.7374429223744292,0.291324200913242,0.4979524439248778,0.1746575342465753,0.6454076907315015,0.1048858447488584,0.7314886298229736,0.0587671232876712,0.7996357364184449,0.5793437377314088,0.5664650787319712,0.4639901730032871
18,-1,0.4954337899543379,0.632420091324201,0.6815068493150684,0.7465753424657534,0.2916666666666667,0.4987271167775823,0.1746118721461187,0.6478242707203078,0.1053196347031963,0.7386665015775515,0.0586643835616438,0.7986065391160033,0.5825364960708019,0.5693112882976596,0.464400971651659,0.4954337899543379,0.632420091324201,0.6815068493150684,0.7465753424657534,0.2916666666666667,0.4987271167775823,0.1746118721461187,0.6478242707203078,0.1053196347031963,0.7386665015775515,0.0586643835616438,0.7986065391160033,0.5825364960708019,0.5692867272994345,0.4643723738381672
19,-1,0.4931506849315068,0.634703196347032,0.6815068493150684,0.7397260273972602,0.2910958904109589,0.4957633377373687,0.1748858447488584,0.6482231031131305,0.1051826484018265,0.735620285388052,0.0586986301369863,0.7994798510824123,0.5809162702246625,0.567779057646418,0.4634051525950121,0.4931506849315068,0.634703196347032,0.6815068493150684,0.7397260273972602,0.2910958904109589,0.4957633377373687,0.1748858447488584,0.6482231031131305,0.1051826484018265,0.735620285388052,0.0586986301369863,0.7994798510824123,0.5809162702246625,0.5677793460041576,0.4634062365279315
